  +1.823000  +1.417000  +0.863000  +0.042000
#
# Mach: 0.7
  -0.618000  -0.308000  +0.000000  +0.096000  +0.156000  +0.222000  +0.306000  +0.380000  +0.453000  +0.525000
  +0.597000  +0.668000  +0.740000  +0.805000  +0.871000  +0.942000  +1.012000  +1.057000  +1.101000  +1.145000
  +1.189000  +1.243000  +1.297000  +1.338000  +1.378000  +1.435000  +1.493000  +1.540000  +1.588000  +1.618000
  +1.649000  +1.673000  +1.696000  +1.713000  +1.729000  +1.744000  +1.760000  +1.775000  +1.790000  +1.805000
  +1.792000  +1.415000  +0.863000  +0.042000
#
# Mach: 0.8
  -0.650000  -0.320000  -0.020000  +0.062000  +0.153000  +0.242000  +0.328000  +0.413000  +0.498000  +0.575000
  +0.652000  +0.719000  +0.787000  +0.841000  +0.895000  +0.964000  +1.033000  +1.068000  +1.103000  +1.138000
  +1.173000  +1.227000  +1.280000  +1.330000  +1.381000  +1.431000  +1.482000  +1.522000  +1.562000  +1.588000
  +1.614000  +1.636000  +1.658000  +1.675000  +1.693000  +1.708000  +1.724000  +1.738000  +1.752000  +1.766000
  +1.786000  +1.415000  +0.863000  +0.042000
#
# Mach: 0.9
  -0.701000  -0.400000  -0.007000  +0.077000  +0.162000  +0.260000  +0.353000  +0.447000  +0.542000  +0.622000
  +0.702000  +0.757000  +0.811000  +0.868000  +0.925000  +0.978000  +1.030000  +1.066000  +1.102000  +1.137000
  +1.173000  +1.221000  +1.270000  +1.314000  +1.358000  +1.407000  +1.456000  +1.490000  +1.524000  +1.546000
  +1.568000  +1.585000  +1.603000  +1.618000  +1.634000  +1.646000  +1.658000  +1.671000  +1.684000  +1.697000
  +1.716000  +1.410000  +0.863000  +0.051000
#
# Mach: 0.95
  -0.682000  -0.383000  +0.016000  +0.097000  +0.183000  +0.279000  +0.365000  +0.454000  +0.544000  +0.617000
  +0.691000  +0.749000  +0.806000  +0.865000  +0.924000  +0.980000  +1.037000  +1.070000  +1.103000  +1.136000
  +1.169000  +1.221000  +1.273000  +1.318000  +1.363000  +1.395000  +1.427000  +1.446000  +1.465000  +1.477000
  +1.488000  +1.497000  +1.506000  +1.514000  +1.522000  +1.528000  +1.534000  +1.541000  +1.547000  +1.554000
  +1.563000  +1.410000  +1.136000  +0.730000
#
# Mach: 1
  -0.662000  -0.365000  +0.039000  +0.117000  +0.205000  +0.299000  +0.377000  +0.461000  +0.546000  +0.613000
  +0.680000  +0.741000  +0.802000  +0.862000  +0.923000  +0.983000  +1.043000  +1.074000  +1.105000  +1.135000
  +1.166000  +1.221000  +1.276000  +1.322000  +1.367000  +1.382000  +1.397000  +1.401000  +1.406000  +1.407000
  +1.409000  +1.409000  +1.410000  +1.410000  +1.410000  +1.410000  +1.410000  +1.410000  +1.410000  +1.410000
  +1.410000  +1.410000  +1.410000  +1.410000
#
# Mach: 1.05
  -0.643000  -0.348000  +0.020000  +0.093000  +0.177000  +0.263000  +0.346000  +0.428000  +0.509000  +0.576000
  +0.642000  +0.706000  +0.770000  +0.833000  +0.897000  +0.961000  +1.025000  +1.055000  +1.086000  +1.116000
  +1.147000  +1.200000  +1.253000  +1.282000  +1.312000  +1.321000  +1.331000  +1.334000  +1.336000  +1.337000
  +1.338000  +1.338000  +1.339000  +1.339000  +1.339000  +1.339000  +1.339000  +1.339000  +1.339000  +1.339000
  +1.339000  +1.339000  +1.339000  +1.339000
#
# Mach: 1.1
  -0.624000  -0.330000  +0.001000  +0.070000  +0.149000  +0.227000  +0.315000  +0.394000  +0.473000  +0.538000
  +0.603000  +0.670000  +0.737000  +0.804000  +0.872000  +0.939000  +1.006000  +1.037000  +1.067000  +1.097000
  +1.127000  +1.178000  +1.229000  +1.243000  +1.257000  +1.261000  +1.265000  +1.266000  +1.267000  +1.267000
  +1.268000  +1.268000  +1.268000  +1.268000  +1.268000  +1.268000  +1.268000  +1.268000  +1.268000  +1.268000
  +1.268000  +1.268000  +1.268000  +1.268000
#
# Mach: 1.2
  -0.585000  -0.295000  +0.001000  +0.029000  +0.102000  +0.181000  +0.265000  +0.340000  +0.415000  +0.480000
  +0.545000  +0.610000  +0.675000  +0.740000  +0.805000  +0.870000  +0.935000  +0.968000  +1.000000  +1.033000
  +1.065000  +1.089000  +1.113000  +1.119000  +1.125000  +1.127000  +1.129000  +1.129000  +1.130000  +1.130000
  +1.130000  +1.130000  +1.130000  +1.130000  +1.130000  +1.130000  +1.130000  +1.130000  +1.130000  +1.130000
  +1.130000  +1.130000  +1.130000  +1.130000
#
# Mach: 1.3
  -0.539000  -0.275000  +0.001000  +0.038000  +0.075000  +0.144000  +0.220000  +0.281000  +0.343000  +0.403000
  +0.463000  +0.522000  +0.582000  +0.642000  +0.702000  +0.762000  +0.822000  +0.839000  +0.856000  +0.873000
  +0.890000  +0.898000  +0.906000  +0.908000  +0.910000  +0.911000  +0.911000  +0.912000  +0.912000  +0.912000
  +0.912000  +0.912000  +0.912000  +0.912000  +0.912000  +0.912000  +0.912000  +0.912000  +0.912000  +0.912000
  +0.912000  +0.912000  +0.912000  +0.912000
#
# Mach: 1.4
  -0.493000  -0.255000  +0.001000  +0.038000  +0.075000  +0.139000  +0.204000  +0.255000  +0.305000  +0.355000
  +0.404000  +0.451000  +0.498000  +0.545000  +0.591000  +0.638000  +0.684000  +0.707000  +0.731000  +0.754000
  +0.777000  +0.787000  +0.797000  +0.799000  +0.802000  +0.803000  +0.803000  +0.804000  +0.804000  +0.804000
  +0.804000  +0.804000  +0.804000  +0.804000  +0.804000  +0.804000  +0.804000  +0.804000  +0.804000  +0.804000
  +0.804000  +0.804000  +0.804000  +0.804000
#
# Mach: 1.5
  -0.446000  -0.235000  +0.001000  +0.037000  +0.073000  +0.136000  +0.200000  +0.242000  +0.285000  +0.326000
  +0.367000  +0.411000  +0.455000  +0.499000  +0.543000  +0.588000  +0.632000  +0.653000  +0.674000  +0.696000
  +0.717000  +0.725000  +0.733000  +0.735000  +0.738000  +0.739000  +0.739000  +0.740000  +0.740000  +0.740000
  +0.740000  +0.740000  +0.740000  +0.740000  +0.740000  +0.740000  +0.740000  +0.740000  +0.740000  +0.740000
  +0.740000  +0.740000  +0.740000  +0.740000
#
# Mach: 1.6
  -0.400000  -0.215000  +0.001000  +0.036000  +0.071000  +0.132000  +0.195000  +0.235000  +0.275000  +0.314000
  +0.353000  +0.395000  +0.438000  +0.481000  +0.524000  +0.567000  +0.610000  +0.622000  +0.635000  +0.648000
  +0.661000  +0.667000  +0.673000  +0.675000  +0.676000  +0.677000  +0.677000  +0.677000  +0.677000  +0.677000
  +0.677000  +0.677000  +0.677000  +0.677000  +0.677000  +0.677000  +0.677000  +0.677000  +0.677000  +0.677000
  +0.677000  +0.677000  +0.677000  +0.677000
#
# Mach: 1.7
  -0.367000  -0.193000  +0.001000  +0.034000  +0.068000  +0.128000  +0.190000  +0.230000  +0.269000  +0.308000
  +0.346000  +0.381000  +0.416000  +0.452000  +0.488000  +0.518000  +0.548000  +0.555000  +0.562000  +0.569000
  +0.576000  +0.579000  +0.583000  +0.583000  +0.584000  +0.585000  +0.585000  +0.585000  +0.585000  +0.585000
  +0.585000  +0.585000  +0.585000  +0.585000  +0.585000  +0.585000  +0.585000  +0.585000  +0.585000  +0.585000
  +0.585000  +0.585000  +0.585000  +0.585000
#
# Mach: 1.8
  -0.334000  -0.172000  +0.001000  +0.033000  +0.066000  +0.126000  +0.188000  +0.226000  +0.265000  +0.302000
  +0.338000  +0.368000  +0.398000  +0.427000  +0.456000  +0.477000  +0.498000  +0.507000  +0.516000  +0.525000
  +0.534000  +0.538000  +0.542000  +0.543000  +0.544000  +0.544000  +0.545000  +0.545000  +0.545000  +0.545000
  +0.545000  +0.545000  +0.545000  +0.545000  +0.545000  +0.545000  +0.545000  +0.545000  +0.545000  +0.545000
  +0.545000  +0.545000  +0.545000  +0.545000
#
# Mach: 1.9
  -0.300000  -0.150000  +0.001000  +0.032000  +0.064000  +0.122000  +0.181000  +0.218000  +0.256000  +0.292000
  +0.328000  +0.358000  +0.388000  +0.417000  +0.446000  +0.461000  +0.476000  +0.482000  +0.488000  +0.494000
  +0.500000  +0.502000  +0.505000  +0.506000  +0.506000  +0.507000  +0.507000  +0.507000  +0.507000  +0.507000
  +0.507000  +0.507000  +0.507000  +0.507000  +0.507000  +0.507000  +0.507000  +0.507000  +0.507000  +0.507000
  +0.507000  +0.507000  +0.507000  +0.507000
#
# Mach: 2
  -0.300000  -0.150000  +0.001000  +0.032000  +0.064000  +0.122000  +0.181000  +0.218000  +0.256000  +0.292000
  +0.328000  +0.358000  +0.388000  +0.417000  +0.446000  +0.452000  +0.457000  +0.458000  +0.458000  +0.459000
  +0.459000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000
  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000
  +0.460000  +0.460000  +0.460000  +0.460000
#
# Mach: 2.1
  -0.300000  -0.150000  +0.001000  +0.032000  +0.064000  +0.122000  +0.181000  +0.218000  +0.256000  +0.292000
  +0.328000  +0.358000  +0.388000  +0.417000  +0.446000  +0.452000  +0.457000  +0.458000  +0.458000  +0.459000
  +0.459000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000
  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000  +0.460000
  +0.460000  +0.460000  +0.460000  +0.460000
#
#-----------------------------------------------------
#     DRAG COEFFICIENT  CD
#-----------------------------------------------------
+0.666660   # Table Multiplier
#
# Mach: 0
  +0.045000  +0.027000  +0.024000  +0.026000  +0.028000  +0.029000  +0.031000  +0.034000  +0.038000  +0.044000
  +0.050000  +0.063000  +0.075000  +0.095000  +0.114000  +0.131000  +0.148000  +0.162000  +0.176000  +0.189000
  +0.203000  +0.228000  +0.253000  +0.297000  +0.340000  +0.420000  +0.500000  +0.570000  +0.640000  +0.725000
  +0.810000  +0.890000  +0.970000  +1.029000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 0.2
  +0.045000  +0.027000  +0.024000  +0.026000  +0.028000  +0.029000  +0.031000  +0.034000  +0.038000  +0.044000
  +0.050000  +0.063000  +0.075000  +0.095000  +0.114000  +0.131000  +0.148000  +0.162000  +0.176000  +0.189000
  +0.203000  +0.228000  +0.253000  +0.297000  +0.340000  +0.420000  +0.500000  +0.570000  +0.640000  +0.725000
  +0.810000  +0.890000  +0.970000  +1.029000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 0.3
  +0.048000  +0.028000  +0.025000  +0.027000  +0.029000  +0.030000  +0.032000  +0.036000  +0.040000  +0.047000
  +0.053000  +0.066000  +0.078000  +0.097000  +0.117000  +0.133000  +0.150000  +0.164000  +0.178000  +0.191000
  +0.205000  +0.232000  +0.258000  +0.304000  +0.350000  +0.430000  +0.510000  +0.578000  +0.645000  +0.728000
  +0.810000  +0.890000  +0.970000  +1.029000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 0.4
  +0.050000  +0.029000  +0.023000  +0.025000  +0.028000  +0.030000  +0.032000  +0.037000  +0.042000  +0.049000
  +0.056000  +0.069000  +0.081000  +0.100000  +0.118000  +0.136000  +0.153000  +0.167000  +0.181000  +0.194000
  +0.208000  +0.236000  +0.263000  +0.314000  +0.366000  +0.446000  +0.525000  +0.588000  +0.650000  +0.732000
  +0.814000  +0.893000  +0.973000  +1.031000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 0.5
  +0.054000  +0.029000  +0.022000  +0.024000  +0.026000  +0.029000  +0.032000  +0.037000  +0.042000  +0.051000
  +0.060000  +0.073000  +0.085000  +0.101000  +0.117000  +0.138000  +0.160000  +0.173000  +0.185000  +0.198000
  +0.210000  +0.283000  +0.357000  +0.392000  +0.428000  +0.490000  +0.552000  +0.601000  +0.650000  +0.732000
  +0.814000  +0.893000  +0.973000  +1.031000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 0.6
  +0.053000  +0.028000  +0.022000  +0.024000  +0.025000  +0.028000  +0.031000  +0.037000  +0.042000  +0.051000
  +0.059000  +0.070000  +0.081000  +0.102000  +0.122000  +0.144000  +0.165000  +0.180000  +0.194000  +0.209000
  +0.223000  +0.250000  +0.276000  +0.359000  +0.441000  +0.491000  +0.540000  +0.597000  +0.654000  +0.734000
  +0.814000  +0.893000  +0.973000  +1.031000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 0.7
  +0.059000  +0.031000  +0.023000  +0.025000  +0.027000  +0.030000  +0.034000  +0.041000  +0.047000  +0.056000
  +0.065000  +0.077000  +0.089000  +0.110000  +0.131000  +0.163000  +0.195000  +0.214000  +0.233000  +0.251000
  +0.270000  +0.303000  +0.335000  +0.379000  +0.423000  +0.495000  +0.568000  +0.637000  +0.706000  +0.760000
  +0.814000  +0.893000  +0.973000  +1.031000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 0.8
  +0.068000  +0.032000  +0.022000  +0.023000  +0.027000  +0.030000  +0.035000  +0.044000  +0.053000  +0.064000
  +0.076000  +0.094000  +0.112000  +0.130000  +0.149000  +0.184000  +0.219000  +0.240000  +0.262000  +0.283000
  +0.304000  +0.334000  +0.364000  +0.406000  +0.447000  +0.511000  +0.574000  +0.640000  +0.706000  +0.760000
  +0.814000  +0.893000  +0.973000  +1.031000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 0.9
  +0.086000  +0.034000  +0.023000  +0.025000  +0.027000  +0.032000  +0.038000  +0.050000  +0.062000  +0.079000
  +0.096000  +0.110000  +0.124000  +0.149000  +0.175000  +0.203000  +0.230000  +0.253000  +0.275000  +0.298000
  +0.320000  +0.351000  +0.381000  +0.419000  +0.456000  +0.523000  +0.590000  +0.620000  +0.650000  +0.732000
  +0.814000  +0.893000  +0.973000  +1.031000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 0.95
  +0.101000  +0.046000  +0.033000  +0.035000  +0.038000  +0.044000  +0.052000  +0.065000  +0.079000  +0.095000
  +0.112000  +0.129000  +0.146000  +0.170000  +0.194000  +0.220000  +0.246000  +0.268000  +0.290000  +0.311000
  +0.333000  +0.375000  +0.411000  +0.449000  +0.488000  +0.538000  +0.588000  +0.628000  +0.668000  +0.750000
  +0.832000  +0.904000  +0.977000  +1.035000  +1.094000  +1.147000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 1
  +0.115000  +0.059000  +0.043000  +0.046000  +0.049000  +0.057000  +0.065000  +0.080000  +0.095000  +0.112000
  +0.128000  +0.149000  +0.169000  +0.191000  +0.213000  +0.238000  +0.263000  +0.283000  +0.304000  +0.325000
  +0.346000  +0.400000  +0.440000  +0.480000  +0.520000  +0.554000  +0.585000  +0.636000  +0.686000  +0.768000
  +0.850000  +0.915000  +0.980000  +1.040000  +1.100000  +1.150000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 1.05
  +0.113000  +0.058000  +0.043000  +0.046000  +0.050000  +0.056000  +0.065000  +0.079000  +0.093000  +0.109000
  +0.125000  +0.146000  +0.167000  +0.190000  +0.213000  +0.242000  +0.272000  +0.292000  +0.312000  +0.332000
  +0.352000  +0.398000  +0.437000  +0.465000  +0.520000  +0.559000  +0.598000  +0.642000  +0.686000  +0.768000
  +0.850000  +0.915000  +0.980000  +1.040000  +1.100000  +1.150000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 1.1
  +0.110000  +0.058000  +0.044000  +0.046000  +0.050000  +0.055000  +0.064000  +0.077000  +0.090000  +0.106000
  +0.122000  +0.143000  +0.164000  +0.188000  +0.212000  +0.247000  +0.282000  +0.301000  +0.320000  +0.339000
  +0.358000  +0.396000  +0.434000  +0.450000  +0.520000  +0.565000  +0.610000  +0.648000  +0.686000  +0.768000
  +0.850000  +0.915000  +0.980000  +1.040000  +1.100000  +1.150000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 1.2
  +0.101000  +0.052000  +0.043000  +0.044000  +0.046000  +0.051000  +0.058000  +0.069000  +0.080000  +0.096000
  +0.112000  +0.131000  +0.149000  +0.175000  +0.200000  +0.230000  +0.260000  +0.278000  +0.295000  +0.313000
  +0.330000  +0.340000  +0.360000  +0.380000  +0.390000  +0.420000  +0.480000  +0.550000  +0.650000  +0.732000
  +0.814000  +0.893000  +0.973000  +1.031000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 1.3
  +0.084000  +0.049000  +0.043000  +0.044000  +0.045000  +0.048000  +0.054000  +0.061000  +0.068000  +0.081000
  +0.093000  +0.112000  +0.131000  +0.153000  +0.175000  +0.200000  +0.227000  +0.240000  +0.253000  +0.267000
  +0.280000  +0.307000  +0.335000  +0.365000  +0.390000  +0.420000  +0.480000  +0.550000  +0.650000  +0.732000
  +0.814000  +0.893000  +0.973000  +1.031000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 1.4
  +0.077000  +0.048000  +0.043000  +0.045000  +0.046000  +0.049000  +0.053000  +0.059000  +0.065000  +0.075000
  +0.085000  +0.098000  +0.110000  +0.124000  +0.138000  +0.157000  +0.176000  +0.185000  +0.205000  +0.223000
  +0.235000  +0.255000  +0.285000  +0.325000  +0.355000  +0.400000  +0.450000  +0.523000  +0.650000  +0.732000
  +0.814000  +0.893000  +0.973000  +1.031000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 1.5
  +0.074000  +0.049000  +0.044000  +0.045000  +0.046000  +0.049000  +0.054000  +0.060000  +0.066000  +0.074000
  +0.083000  +0.094000  +0.105000  +0.120000  +0.134000  +0.154000  +0.173000  +0.185000  +0.197000  +0.209000
  +0.221000  +0.261000  +0.300000  +0.355000  +0.410000  +0.479000  +0.547000  +0.599000  +0.650000  +0.732000
  +0.814000  +0.893000  +0.973000  +1.031000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 1.6
  +0.075000  +0.051000  +0.044000  +0.045000  +0.047000  +0.051000  +0.057000  +0.063000  +0.069000  +0.076000
  +0.084000  +0.096000  +0.108000  +0.122000  +0.135000  +0.154000  +0.172000  +0.182000  +0.191000  +0.201000
  +0.210000  +0.255000  +0.300000  +0.355000  +0.410000  +0.479000  +0.547000  +0.599000  +0.650000  +0.732000
  +0.814000  +0.893000  +0.973000  +1.031000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 1.7
  +0.077000  +0.050000  +0.043000  +0.044000  +0.045000  +0.049000  +0.056000  +0.062000  +0.068000  +0.077000
  +0.085000  +0.095000  +0.106000  +0.118000  +0.131000  +0.143000  +0.156000  +0.164000  +0.170000  +0.172000
  +0.177000  +0.200000  +0.230000  +0.280000  +0.335000  +0.410000  +0.520000  +0.599000  +0.650000  +0.732000
  +0.814000  +0.893000  +0.973000  +1.031000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 1.8
  +0.078000  +0.050000  +0.042000  +0.043000  +0.044000  +0.048000  +0.056000  +0.062000  +0.068000  +0.078000
  +0.086000  +0.098000  +0.106000  +0.117000  +0.130000  +0.138000  +0.147000  +0.194000  +0.210000  +0.230000
  +0.240000  +0.255000  +0.275000  +0.280000  +0.320000  +0.400000  +0.500000  +0.580000  +0.650000  +0.732000
  +0.814000  +0.893000  +0.973000  +1.031000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000
  +1.600000  +1.750000  +1.750000  +1.750000
#
# Mach: 1.9
  +0.078000  +0.050000  +0.042000  +0.043000  +0.044000  +0.049000  +0.056000  +0.062000  +0.069000  +0.078000
  +0.089000  +0.101000  +0.109000  +0.120000  +0.134000  +0.139000  +0.162000  +0.172000  +0.185000  +0.205000
  +0.215000  +0.230000  +0.250000  +0.280000  +0.350000  +0.420000  +0.550000  +0.650000  +0.732000  +0.814000
  +0.893000  +0.973000  +1.031000  +1.088000  +1.144000  +1.200000  +1.267000  +1.333000  +1.400000  +1.600000
  +1.750000  +1.750000  +1.750000  +1.750000
#
# Mach: 2
  +0.078000  +0.050000  +0.042000  +0.043000  +0.044000  +0.049000  +0.056000  +0.062000  +0.069000  +0.083000
