// 
// Radio frequency map -- flat text file, controls frequencies used to talk to flights and other agencies
// 
// "//" introduces a line treated as a comment
// 
// Format:  <agency_name>, <VHF_frequency>, <UHF_frequency>
// 
// agency_name: a string that identifies the flight callsign or equivalent
// Frequencies are integers that represent radio frequencies in (kHz * 1000)
// "NONE" is used to indicate no frequency assigned to an agency in that band
// 
// Note: frequencies are range checked so make sure to use legitimate values for
// the frequency band in question.
// 
// Generic
// Callsigns
// 
Barrel4, 298975, 142750
Barrel5, 304475, 139925
Barrel6, 266450, 143150
Barrel7, 337550, 142750
Barrel8, 286325, 139925
Barrel9, 249325, 143150
Bat1, 377625, 137025
Bat2, 360325, 136025
Bat3, 306875, 136575
Bat4, 365375, 137025
Bat5, 267975, 136025
Bat6, 233900, 136575
Bat7, 344500, 137025
Bat8, 266575, 136025
Bat9, 375025, 136575
Beast1, 260775, 138650
Beast2, 383600, 142950
Beast3, 242425, 137850
Beast4, 373225, 141975
Beast5, 350550, 143475
Beast6, 363675, 141300
Beast7, 335725, 140550
Beast8, 305625, 142850
Beast9, 245125, 142700
Bison1, 341650, 137125
Bison2, 364600, 137675
Bison3, 300525, 136300
Bison4, 376200, 137125
Bison5, 341875, 137675
Bison6, 373100, 136300
Bison7, 360750, 137125
Bison8, 306000, 137675
Bison9, 268250, 136300
Blackhawk1, 330475, 137825
Blackhawk2, 287275, 137825
Blackhawk3, 301800, 137825
Blackhawk4, 290650, 137825
Blackhawk5, 363150, 137825
Blackhawk6, 356275, 137825
Blackhawk7, 283725, 137825
Blackhawk8, 366275, 137825
Blackhawk9, 392625, 137825
Blackjack1, 304325, 137825
Blackjack2, 352250, 137825
Blackjack3, 394100, 137825
Blackjack4, 313100, 137825
Blackjack5, 317525, 137825
Blackjack6, 348500, 137825
Blackjack7, 261675, 137825
Blackjack8, 260975, 137825
Blackjack9, 288250, 137825
Blade1, 355500, 143975
Blade2, 272975, 143975
Blade3, 283175, 143975
Blade4, 371800, 143975
Blade5, 266275, 143975
Blade6, 390925, 143975
Blade7, 311525, 143975
Blade8, 240375, 143975
Blade9, 274325, 143975
Blazer1, 311300, 143975
Blazer2, 352775, 143975
Blazer3, 358550, 143975
Blazer4, 315725, 143975
Blazer5, 292675, 143975
Blazer6, 257100, 143975
Blazer7, 307650, 143975
Blazer8, 285400, 143975
Blazer9, 396450, 143975
Blood1, 368575, 143700
Blood2, 353225, 137900
Blood3, 358100, 140400
Blood4, 332525, 143700
Blood5, 375450, 137900
Blood6, 349125, 140400
Blood7, 357175, 143700
Blood8, 395850, 137900
Blood9, 272425, 140400
Bluebell1, 264550, 139125
Bluebell2, 352400, 141700
Bluebell3, 379350, 138300
Bluebell4, 300850, 139125
Bluebell5, 332475, 141700
Bluebell6, 302650, 138300
Bluebell7, 291575, 139125
Bluebell8, 273025, 141700
Bluebell9, 313025, 138300
Bone1, 388450, 137350
Bone2, 380550, 137300
Bone3, 345675, 136700
Bone4, 277700, 137350
Bone5, 317025, 137300
Bone6, 268725, 136700
Bone7, 250625, 137350
Bone8, 260625, 137300
Bone9, 227325, 136700
Boxer1, 396775, 143975
Boxer2, 252250, 143975
Boxer3, 228275, 143975
Boxer4, 311600, 143975
Boxer5, 229075, 143975
Boxer6, 263250, 143975
Boxer7, 368775, 143975
Boxer8, 330425, 143975
Boxer9, 251300, 143975
Bronco1, 247025, 143975
Bronco2, 398900, 143975
Bronco3, 379600, 143975
Bronco4, 372350, 143975
Bronco5, 348025, 143975
Bronco6, 335825, 143975
Bronco7, 369750, 143975
Bronco8, 326800, 143975
Bronco9, 312275, 143975
Buckskin1, 243550, 138700
Buckskin2, 396575, 140425
Buckskin3, 255850, 140925
Buckskin4, 281075, 138700
Buckskin5, 255825, 140425
Buckskin6, 298150, 140925
Buckskin7, 282950, 138700
Buckskin8, 351500, 140425
Buckskin9, 286175, 140925
Buff1, 261900, 136750
Buff2, 328825, 136425
Buff3, 394725, 137600
Buff4, 263475, 136750
Buff5, 328400, 136425
Buff6, 243575, 137600
Buff7, 347450, 136750
Buff8, 297450, 136425
Buff9, 299950, 137600
Bug1, 344900, 142800
Bug2, 335500, 139325
Bug3, 398100, 141125
Bug4, 355100, 142800
Bug5, 236675, 139325
Bug6, 239675, 141125
Bug7, 284775, 142800
Bug8, 290925, 139325
Bug9, 248575, 141125
Bull1, 259725, 137550
Bull2, 258150, 137575
Bull3, 242700, 136400
Bull4, 374550, 137550
Bull5, 375700, 137575
Bull6, 292025, 136400
Bull7, 282800, 137550
Bull8, 260250, 137575
Bull9, 252025, 136400
Bulldog1, 364975, 143750
Bulldog2, 310875, 140700
Bulldog3, 325550, 140275
Bulldog4, 281350, 139850
Bulldog5, 321975, 139775
Bulldog6, 292550, 143425
Bulldog7, 308825, 143125
Bulldog8, 358000, 138550
Bulldog9, 268450, 139250
Buzzard1, 273150, 137450
Buzzard2, 240300, 136175
Buzzard3, 379400, 136525
Buzzard4, 243175, 137450
Buzzard5, 387150, 136175
Buzzard6, 365450, 136525
Buzzard7, 310450, 137450
Buzzard8, 297675, 136175
Buzzard9, 266950, 136525
Buzzsaw1, 329925, 138250
Buzzsaw2, 399325, 140600
Buzzsaw3, 365300, 138100
Buzzsaw4, 333200, 138250
Buzzsaw5, 329150, 140600
Buzzsaw6, 374725, 138100
Buzzsaw7, 307850, 138250
Buzzsaw8, 327550, 140600
Buzzsaw9, 256850, 138100
Caddy1, 369900, 138325
Caddy2, 331450, 139375
Caddy3, 392650, 139200
Caddy4, 336175, 138325
Caddy5, 295250, 139375
Caddy6, 302000, 139200
Caddy7, 317250, 138325
Caddy8, 303175, 139375
Caddy9, 353900, 139200
Cajun1, 264375, 138850
Cajun2, 353925, 138400
Cajun3, 285350, 141200
Cajun4, 237700, 139225
Cajun5, 274700, 143275
Cajun6, 239375, 140950
Cajun7, 301325, 138150
Cajun8, 363350, 140075
Cajun9, 331825, 138800
Camel1, 301850, 143975
Camel2, 275725, 143975
Camel3, 372975, 143975
Camel4, 373600, 143975
Camel5, 384225, 143975
Camel6, 375550, 143975
Camel7, 356525, 143975
Camel8, 349850, 143975
Camel9, 395925, 143975
Canteen1, 292875, 141675
Canteen2, 320475, 137925
Canteen3, 248725, 139400
Canteen4, 387050, 141675
Canteen5, 228350, 137925
Canteen6, 257725, 139400
Canteen7, 250875, 141675
Canteen8, 346950, 137925
Canteen9, 346750, 139400
Chalice1, 292450, 143975
Chalice2, 294950, 143975
Chalice3, 388850, 143975
Chalice4, 297950, 143975
Chalice5, 388225, 143975
Chalice6, 297600, 143975
Chalice7, 265125, 143975
Chalice8, 287450, 143975
Chalice9, 351450, 143975
Charger1, 291750, 139300
Charger2, 245250, 143375
Charger3, 249925, 141275
Charger4, 271875, 139300
Charger5, 245500, 143375
Charger6, 303600, 141275
Charger7, 274275, 139300
Charger8, 348900, 143375
Charger9, 269800, 141275
Checker1, 260275, 141900
Checker2, 346350, 140250
Checker3, 373650, 138625
Checker4, 280825, 141900
Checker5, 260175, 140250
Checker6, 282400, 138625
Checker7, 389200, 141900
Checker8, 266250, 140250
Checker9, 291775, 138625
Cheetah1, 387750, 143975
Cheetah2, 310425, 143975
Cheetah3, 322800, 143975
Cheetah4, 309925, 143975
Cheetah5, 378025, 143975
Cheetah6, 324575, 143975
Cheetah7, 289775, 143975
Cheetah8, 389400, 143975
Cheetah9, 268825, 143975
Chowder1, 379050, 139725
Chowder2, 354450, 143650
Chowder3, 272450, 141425
Chowder4, 309750, 139725
Chowder5, 309075, 143650
Chowder6, 315225, 141425
Chowder7, 335000, 139725
Chowder8, 393000, 143650
Chowder9, 332350, 141425
Claw1, 392900, 136150
Claw2, 306525, 137225
Claw3, 396375, 136975
Claw4, 315350, 136150
Claw5, 259750, 137225
Claw6, 286200, 136975
Claw7, 229175, 136150
Claw8, 337350, 137225
Claw9, 261000, 136975
Cobra1, 319325, 140950
Cobra2, 314000, 138150
Cobra3, 329000, 140075
Cobra4, 254500, 138800
Cobra5, 281175, 138850
Cobra6, 372025, 138400
Cobra7, 252650, 141200
Cobra8, 320800, 139225
Cobra9, 306275, 143275
Copper1, 252225, 143975
Copper2, 249125, 143975
Copper3, 244525, 143975
Copper4, 365350, 143975
Copper5, 381975, 143975
Copper6, 229500, 143975
Copper7, 274775, 143975
Copper8, 354200, 143975
Copper9, 372050, 143975
Cougar1, 246625, 137150
Cougar2, 329175, 136775
Cougar3, 387475, 136550
Cougar4, 361775, 137150
Cougar5, 309100, 136775
Cougar6, 397950, 136550
Cougar7, 349675, 137150
Cougar8, 380875, 136775
Cougar9, 262225, 136550
Cowboy1, 371300, 138325
Cowboy2, 376875, 139375
Cowboy3, 391375, 139200
Cowboy4, 341800, 138325
Cowboy5, 330825, 139375
Cowboy6, 396150, 139200
Cowboy7, 328175, 138325
Cowboy8, 327350, 139375
Cowboy9, 263000, 139200
Crimson1, 307900, 142300
Crimson2, 376275, 142825
Crimson3, 345350, 142375
Crimson4, 389350, 142300
Crimson5, 255775, 142825
Crimson6, 238225, 142375
Crimson7, 297200, 142300
Crimson8, 355025, 142825
Crimson9, 290975, 142375
Cyborg1, 311375, 139275
Cyborg2, 251225, 138175
Cyborg3, 289200, 137800
Cyborg4, 335775, 142325
Cyborg5, 393500, 143600
Cyborg6, 298875, 139625
Cyborg7, 248100, 143675
Cyborg8, 354975, 143775
Cyborg9, 395000, 140325
Dart1, 283150, 138025
Dart2, 362025, 142250
Dart3, 249375, 139950
Dart4, 291375, 138025
Dart5, 269250, 142250
Dart6, 353650, 139950
Dart7, 360550, 138025
Dart8, 308000, 142250
Dart9, 330650, 139950
Devil1, 277025, 142475
Devil2, 323850, 140975
Devil3, 248625, 141625
Devil4, 283375, 142475
Devil5, 271475, 140975
Devil6, 300400, 141625
Devil7, 262825, 142475
Devil8, 239775, 140975
Devil9, 382575, 141625
Diamond1, 257625, 139350
Diamond2, 275750, 142075
Diamond3, 242325, 140100
Diamond4, 240925, 139350
Diamond5, 273875, 142075
Diamond6, 254900, 140100
Diamond7, 243675, 139350
Diamond8, 284825, 142075
Diamond9, 231200, 140100
Dipper1, 266975, 141450
Dipper2, 329300, 142100
Dipper3, 342975, 141350
Dipper4, 318525, 141450
Dipper5, 241575, 142100
Dipper6, 233400, 141350
Dipper7, 327925, 141450
Dipper8, 378825, 142100
Dipper9, 241050, 141350
Dog1, 256450, 143975
Dog2, 398625, 143975
Dog3, 352200, 143975
Dog4, 363475, 143975
Dog5, 255575, 143975
Dog6, 377700, 143975
Dog7, 239725, 143975
Dog8, 369450, 143975
Dog9, 247275, 143975
Dolphin1, 387225, 140725
Dolphin2, 246125, 141725
Dolphin3, 390725, 139575
Dolphin4, 255400, 140725
Dolphin5, 260700, 141725
Dolphin6, 271175, 139575
Dolphin7, 337425, 140725
Dolphin8, 280000, 141725
Dolphin9, 392750, 139575
Doom1, 377975, 137050
Doom2, 241700, 136950
Doom3, 392200, 136500
Doom4, 347050, 137050
Doom5, 311625, 136950
Doom6, 367575, 136500
Doom7, 376300, 137050
Doom8, 312075, 136950
Doom9, 226450, 136500
Dragnet1, 330800, 143975
Dragnet2, 258125, 143975
Dragnet3, 262375, 143975
Dragnet4, 395800, 143975
Dragnet5, 356600, 143975
Dragnet6, 341625, 143975
Dragnet7, 355375, 143975
Dragnet8, 327850, 143975
Dragnet9, 394150, 143975
Dragon1, 380025, 143975
Dragon2, 324000, 143975
Dragon3, 264425, 143975
Dragon4, 313800, 143975
Dragon5, 232075, 143975
Dragon6, 386225, 143975
Dragon7, 279300, 143975
Dragon8, 301300, 143975
Dragon9, 394525, 143975
Eagle1, 340950, 143450
Eagle2, 233525, 138925
Eagle3, 345450, 139050
Eagle4, 339700, 143450
Eagle5, 247825, 138925
Eagle6, 246750, 139050
Eagle7, 360450, 143450
Eagle8, 277625, 138925
Eagle9, 246475, 139050
Elvis1, 303225, 143975
Elvis2, 289650, 143975
Elvis3, 298750, 143975
Elvis4, 293400, 143975
Elvis5, 379425, 143975
Elvis6, 314550, 143975
Elvis7, 241025, 143975
Elvis8, 278375, 143975
Elvis9, 329050, 143975
Eyeball1, 331875, 140750
Eyeball2, 343275, 142200
Eyeball3, 369225, 139150
Eyeball4, 245800, 140750
Eyeball5, 265575, 142200
Eyeball6, 315700, 139150
Eyeball7, 373875, 140750
Eyeball8, 303975, 142200
Eyeball9, 399425, 139150
Falcon1, 290600, 143550
Falcon2, 316850, 143825
Falcon3, 395825, 141600
Falcon4, 364875, 143875
Falcon5, 248400, 141475
Falcon6, 228875, 142225
Falcon7, 242300, 140850
Falcon8, 391575, 143300
Falcon9, 290775, 143950
Fenwick1, 295925, 140050
Fenwick2, 269275, 138050
Fenwick3, 270075, 139875
Fenwick4, 286600, 140050
Fenwick5, 226925, 138050
Fenwick6, 356825, 139875
Fenwick7, 239925, 140050
Fenwick8, 250350, 138050
Fenwick9, 366375, 139875
Fist1, 230250, 140625
Fist2, 250325, 138375
Fist3, 387800, 141550
Fist4, 302950, 140625
Fist5, 333350, 138375
Fist6, 225050, 141550
Fist7, 267675, 140625
Fist8, 246275, 138375
Fist9, 361600, 141550
Fury1, 308925, 137175
Fury2, 281575, 136800
Fury3, 394600, 136350
Fury4, 357675, 137175
Fury5, 281700, 136800
Fury6, 325925, 136350
Fury7, 388200, 137175
Fury8, 374450, 136800
Fury9, 348925, 136350
Gamble1, 330000, 140150
Gamble2, 381875, 137975
Gamble3, 333325, 142425
Gamble4, 280275, 140450
Gamble5, 351975, 142900
Gamble6, 383075, 139900
Gamble7, 245200, 139175
Gamble8, 293875, 143075
Gamble9, 345425, 140825
Garbo1, 394400, 139100
Garbo2, 335225, 141575
Garbo3, 302775, 138675
Garbo4, 355400, 139100
Garbo5, 308475, 141575
Garbo6, 232725, 138675
Garbo7, 278150, 139100
Garbo8, 397050, 141575
Garbo9, 314475, 138675
Gator1, 250400, 142725
Gator2, 313325, 142400
Gator3, 282300, 140350
Gator4, 254975, 142725
Gator5, 385900, 142400
Gator6, 340250, 140350
Gator7, 326625, 142725
Gator8, 284225, 142400
Gator9, 228725, 140350
Gauntlet1, 326125, 142650
Gauntlet2, 387500, 138425
Gauntlet3, 248250, 140675
Gauntlet4, 354950, 142650
Gauntlet5, 229475, 138425
Gauntlet6, 267050, 140675
Gauntlet7, 326375, 142650
Gauntlet8, 393275, 138425
Gauntlet9, 330550, 140675
Gazelle1, 281525, 137825
Gazelle2, 251375, 137825
Gazelle3, 235650, 137825
Gazelle4, 352800, 137825
Gazelle5, 345475, 137825
Gazelle6, 254525, 137825
Gazelle7, 319625, 137825
Gazelle8, 370375, 137825
Gazelle9, 291675, 137825
Ghost1, 259200, 140200
Ghost2, 374650, 138825
Ghost3, 312725, 141850
Ghost4, 372950, 140200
Ghost5, 242150, 138825
Ghost6, 349025, 141850
Ghost7, 277600, 140200
Ghost8, 358850, 138825
Ghost9, 351325, 141850
Glass1, 375875, 138475
Glass2, 269950, 140125
Glass3, 337475, 141150
Glass4, 298475, 138475
Glass5, 377950, 140125
Glass6, 252400, 141150
Glass7, 371900, 138475
Glass8, 270875, 140125
Glass9, 378975, 141150
Goblin1, 273600, 141225
Goblin2, 250600, 138750
Goblin3, 301050, 139025
Goblin4, 254575, 141225
Goblin5, 377925, 138750
Goblin6, 382550, 139025
Goblin7, 252450, 141225
Goblin8, 359025, 138750
Goblin9, 357075, 139025
Gunhog1, 344350, 142300
Gunhog2, 314150, 142825
Gunhog3, 314925, 142375
Gunhog4, 297350, 142300
Gunhog5, 240225, 142825
Gunhog6, 311900, 142375
Gunhog7, 264800, 142300
Gunhog8, 261850, 142825
Gunhog9, 244850, 142375
Gypsy1, 226675, 142650
Gypsy2, 297475, 138425
Gypsy3, 280900, 140675
Gypsy4, 283800, 142650
Gypsy5, 242500, 138425
Gypsy6, 334225, 140675
Gypsy7, 370350, 142650
Gypsy8, 350875, 138425
Gypsy9, 362125, 140675
Hammer1, 266900, 141300
Hammer2, 244750, 140550
Hammer3, 277925, 142850
Hammer4, 362050, 142700
Hammer5, 311850, 138650
Hammer6, 247850, 142950
Hammer7, 304500, 137850
Hammer8, 274025, 141975
Hammer9, 300475, 143475
Harrier1, 314950, 140200
Harrier2, 284900, 138825
Harrier3, 280700, 141850
Harrier4, 366425, 140200
Harrier5, 364800, 138825
Harrier6, 311125, 141850
Harrier7, 345300, 140200
Harrier8, 369075, 138825
Harrier9, 371775, 141850
Hawk1, 381000, 137475
Hawk2, 364750, 136275
Hawk3, 251775, 137100
Hawk4, 233275, 137475
Hawk5, 390650, 136275
Hawk6, 246250, 137100
Hawk7, 397500, 137475
Hawk8, 244325, 136275
Hawk9, 237275, 137100
Hawkeye1, 303875, 138075
Hawkeye2, 319275, 141075
Hawkeye3, 275850, 141875
Hawkeye4, 299375, 138450
Hawkeye5, 287075, 138525
Hawkeye6, 362200, 143800
Hawkeye7, 315825, 140175
Hawkeye8, 231050, 138975
Hawkeye9, 330775, 137950
Hobby1, 311025, 143975
Hobby2, 262675, 143975
Hobby3, 236250, 143975
Hobby4, 335450, 143975
Hobby5, 245150, 143975
Hobby6, 278725, 143975
Hobby7, 342550, 143975
Hobby8, 265325, 143975
Hobby9, 312125, 143975
Hog1, 379475, 140050
Hog2, 258625, 138050
Hog3, 244575, 139875
Hog4, 379150, 140050
Hog5, 253350, 138050
Hog6, 358500, 139875
Hog7, 308675, 140050
Hog8, 376225, 138050
Hog9, 319950, 139875
Hopper1, 341850, 143850
Hopper2, 314250, 142275
Hopper3, 268800, 143625
Hopper4, 263850, 143850
Hopper5, 362175, 142275
Hopper6, 351300, 143625
Hopper7, 318300, 143850
Hopper8, 273125, 142275
Hopper9, 317725, 143625
Hornet1, 378100, 138900
Hornet2, 359675, 143525
Hornet3, 255200, 143350
Hornet4, 374275, 138900
Hornet5, 315625, 143525
Hornet6, 319400, 143350
Hornet7, 309625, 138900
Hornet8, 333700, 143525
Hornet9, 231450, 143350
Hostage1, 245275, 142175
Hostage2, 303750, 140525
Hostage3, 288075, 139750
Hostage4, 362650, 142175
Hostage5, 262775, 140525
Hostage6, 225950, 139750
Hostage7, 341250, 142175
Hostage8, 247775, 140525
Hostage9, 258750, 139750
Hunter1, 268550, 136925
Hunter2, 349350, 136625
Hunter3, 360850, 136825
Hunter4, 390425, 136925
Hunter5, 388350, 136625
Hunter6, 382325, 136825
Hunter7, 342525, 136925
Hunter8, 269225, 136625
Hunter9, 242075, 136825
Intruder1, 229725, 136900
Intruder2, 331850, 137425
Intruder3, 288000, 136600
Intruder4, 352125, 136900
Intruder5, 301925, 137425
Intruder6, 299200, 136600
Intruder7, 375325, 136900
Intruder8, 316675, 137425
Intruder9, 325125, 136600
Jackal1, 356950, 143425
Jackal2, 358450, 143125
Jackal3, 370250, 138550
Jackal4, 341275, 139250
Jackal5, 351725, 143750
Jackal6, 355625, 140700
Jackal7, 267650, 140275
Jackal8, 375200, 139850
Jackal9, 392675, 139775
Jaguar1, 377475, 142600
Jaguar2, 316200, 139975
Jaguar3, 384650, 141525
Jaguar4, 330075, 143025
Jaguar5, 329775, 139075
Jaguar6, 276725, 143200
Jaguar7, 387100, 143725
Jaguar8, 230975, 143900
Jaguar9, 288125, 140225
Jolly1, 311275, 137825
Jolly2, 244175, 137825
Jolly3, 329575, 137825
Jolly4, 361950, 137825
Jolly5, 312950, 137825
Jolly6, 295850, 137825
Jolly7, 391875, 137825
Jolly8, 304725, 137825
Jolly9, 255225, 137825
Jumbo1, 339450, 143975
Jumbo2, 322025, 143975
Jumbo3, 281650, 143975
Jumbo4, 267350, 143975
Jumbo5, 241525, 143975
Jumbo6, 348975, 143975
Jumbo7, 346575, 143975
Jumbo8, 230775, 143975
Jumbo9, 317700, 143975
Jump1, 252700, 139300
Jump2, 312675, 143375
Jump3, 387350, 141275
Jump4, 234875, 139300
Jump5, 332550, 143375
Jump6, 352625, 141275
Jump7, 298775, 139300
Jump8, 247375, 143375
Jump9, 339525, 141275
Knight1, 342075, 136325
Knight2, 324925, 137200
Knight3, 286900, 136675
Knight4, 262875, 136325
Knight5, 381350, 137200
Knight6, 275475, 136675
Knight7, 263275, 136325
Knight8, 302675, 137200
Knight9, 395025, 136675
Lancer1, 312975, 143250
Lancer2, 267575, 142925
Lancer3, 390950, 141050
Lancer4, 254425, 143250
Lancer5, 341825, 142925
Lancer6, 249525, 141050
Lancer7, 303475, 143250
Lancer8, 279325, 142925
Lancer9, 266400, 141050
Lightning1, 239850, 139100
Lightning2, 380075, 141575
Lightning3, 382775, 138675
Lightning4, 338050, 139100
Lightning5, 262075, 141575
Lightning6, 305175, 138675
Lightning7, 269875, 139100
Lightning8, 349975, 141575
Lightning9, 227750, 138675
Lion1, 261425, 143975
Lion2, 371825, 143975
Lion3, 277900, 143975
Lion4, 320750, 143975
Lion5, 281850, 143975
Lion6, 332250, 143975
Lion7, 254850, 143975
Lion8, 396025, 143975
Lion9, 362450, 143975
Lobo1, 245525, 136125
Lobo2, 397625, 136250
Lobo3, 269575, 136450
Lobo4, 239425, 136125
Lobo5, 241400, 136250
Lobo6, 383350, 136450
Lobo7, 282900, 136125
Lobo8, 321950, 136250
Lobo9, 359450, 136450
Lynx1, 331350, 141925
Lynx2, 318975, 142575
Lynx3, 243225, 140575
Lynx4, 276950, 141925
Lynx5, 393150, 142575
Lynx6, 362300, 140575
Lynx7, 331475, 141925
Lynx8, 340375, 142575
Lynx9, 310825, 140575
Mack1, 306375, 139350
Mack2, 311500, 142075
Mack3, 398875, 140100
Mack4, 278300, 139350
Mack5, 246650, 142075
Mack6, 253125, 140100
Mack7, 301600, 139350
Mack8, 272250, 142075
Mack9, 306250, 140100
Magic1, 392800, 143975
Magic2, 265700, 143975
Magic3, 382050, 143975
Magic4, 376675, 143975
Magic5, 301000, 143975
Magic6, 244050, 143975
Magic7, 256800, 143975
Magic8, 307750, 143975
Magic9, 289875, 143975
Magnet1, 343900, 143850
Magnet2, 328450, 142275
Magnet3, 256275, 143625
Magnet4, 233225, 143850
Magnet5, 317550, 142275
Magnet6, 373275, 143625
Magnet7, 323725, 143850
Magnet8, 354550, 142275
Magnet9, 293250, 143625
Mako1, 226725, 143050
Mako2, 384775, 142125
Mako3, 314025, 139475
Mako4, 241275, 141250
Mako5, 351425, 141950
Mako6, 228675, 142025
Mako7, 390450, 138725
Mako8, 239400, 139525
Mako9, 252200, 140875
Mauler1, 247350, 139550
Mauler2, 282650, 139450
Mauler3, 263350, 140900
Mauler4, 242125, 139550
Mauler5, 383975, 139450
Mauler6, 248600, 140900
Mauler7, 309200, 139550
Mauler8, 309550, 139450
Mauler9, 315125, 140900
Mirage1, 342900, 141100
Mirage2, 263600, 140650
Mirage3, 346600, 141800
Mirage4, 367625, 141100
Mirage5, 312450, 140650
Mirage6, 271950, 141800
Mirage7, 274600, 141100
Mirage8, 324200, 140650
Mirage9, 267625, 141800
Mohawk1, 288725, 138250
Mohawk2, 350725, 140600
Mohawk3, 374850, 138100
Mohawk4, 307800, 138250
Mohawk5, 227625, 140600
Mohawk6, 318650, 138100
Mohawk7, 348225, 138250
Mohawk8, 357925, 140600
Mohawk9, 364250, 138100
Mongo1, 369800, 138025
Mongo2, 385450, 142250
Mongo3, 285125, 139950
Mongo4, 383025, 138025
Mongo5, 397175, 142250
Mongo6, 354600, 139950
Mongo7, 273375, 138025
Mongo8, 289300, 142250
Mongo9, 230275, 139950
Mudhen1, 363425, 139075
Mudhen2, 371875, 143200
Mudhen3, 343850, 143725
Mudhen4, 321725, 143900
Mudhen5, 372775, 140225
Mudhen6, 388650, 142600
Mudhen7, 268275, 139975
Mudhen8, 379850, 141525
Mudhen9, 281050, 143025
Mustang1, 371025, 139900
Mustang2, 294250, 139175
Mustang3, 268525, 143075
Mustang4, 260375, 140825
Mustang5, 329400, 140150
Mustang6, 296450, 137975
Mustang7, 341950, 142425
Mustang8, 375750, 140450
Mustang9, 378450, 142900
Nighthawk1, 249700, 137825
Nighthawk2, 322575, 137825
Nighthawk3, 305850, 137825
Nighthawk4, 307875, 137825
Nighthawk5, 343425, 137825
Nighthawk6, 293725, 137825
Nighthawk7, 286875, 137825
Nighthawk8, 246000, 137825
Nighthawk9, 393625, 137825
Nightmare1, 336600, 143450
Nightmare2, 366900, 138925
Nightmare3, 333250, 139050
Nightmare4, 352600, 143450
Nightmare5, 398450, 138925
Nightmare6, 352950, 139050
Nightmare7, 368050, 143450
Nightmare8, 394250, 138925
Nightmare9, 251975, 139050
Nightwing1, 231600, 141925
Nightwing2, 357500, 142575
Nightwing3, 332175, 140575
Nightwing4, 229950, 141925
Nightwing5, 345925, 142575
Nightwing6, 281925, 140575
Nightwing7, 268375, 141925
Nightwing8, 309425, 142575
Nightwing9, 255125, 140575
Nimrod1, 278675, 143975
Nimrod2, 310150, 143975
Nimrod3, 290675, 143975
Nimrod4, 298075, 143975
Nimrod5, 355800, 143975
Nimrod6, 301625, 143975
Nimrod7, 396000, 143975
Nimrod8, 315875, 143975
Nimrod9, 346225, 143975
Panther1, 348700, 143800
Panther2, 235600, 140175
Panther3, 235850, 138975
Panther4, 255650, 137950
Panther5, 228700, 138075
Panther6, 253300, 141075
Panther7, 345050, 141875
Panther8, 393775, 138450
Panther9, 359325, 138525
Phantom1, 315275, 140750
Phantom2, 349800, 142200
Phantom3, 380950, 139150
Phantom4, 238625, 140750
Phantom5, 393250, 142200
Phantom6, 387825, 139150
Phantom7, 352300, 140750
Phantom8, 251125, 142200
Phantom9, 263800, 139150
Plasma1, 228050, 142775
Plasma2, 248025, 139425
Plasma3, 344450, 138950
