// Type  SubType  Specific  UnitSubType  ID  text  UnitIcon
// F-4E Phantom ROKAF
	1	6	5	8	21134	45	10077
// F-4EJ Phantom
	1	6	24	8	21156	499	10077
// F-4F Phantom
	1	6	43	8	21354	475	10077
// F-4G Phantom
	1	2	5	3	21333	572	10077
// F-4M Phantom
	1	6	46	8	21358	590	10077
// F-5A Freedom Fighter
	1	6	45	8	21356	477	10078
// F-5E Tiger II
	1	6	6	8	21135	46	10078
// F-5N Tiger II 527th Agressor Squadron
	1	6	16	8	21213	562	10078
// F-14A Tomcat
	1	6	37	8	21296	470	10074
// F-14B Tomcat
	1	6	2	8	21131	43	10074
// F-14A Tomcat USNFWS Agressor Squadron
	1	6	9	8	21214	529	10074
// F-14D Tomcat
	1	7	27	9	21298	471	10074
// F-15A Eagle
	1	6	33	8	21293	469	10075
// F-15C Eagle
	1	6	3	8	21132	44	10075
// F-15C Eagle 65th Agressor Squadron
	1	6	18	8	21212	519	10075
// F-15D Eagle
	1	6	34	8	21305	480	10075
// F-15CJ Eagle
	1	6	35	8	21105	490	10075
// F-15DJ Eagle
	1	6	36	8	21106	491	10075
// F-15E-220 Strike Eagle
	1	7	28	9	21304	479	10075
// F-15E-229 Strike Eagle
	1	7	2	9	21147	56	10075
// F-15K Slam Eagle
	1	7	56	9	21348	453	10075
// F-15C Baz IDFAF
	1	7	32	9	21221	507	10075
// F-15I Ra'am IDFAF
	1	7	33	9	21222	509	10075
// F-16C Block 30 18th Agressor Squadron
	1	7	14	9	21266	547	10065
// F-16C Block 32 64th Agressor Squadron
	1	7	15	9	21269	437	10065
// F-16AM BAC
	1	7	52	9	21208	558	10065
// F-16AM RDAF
	1	7	43	9	21109	493	10065
// F-16AM RNlAF
	1	7	9	9	21129	495	10065
// F-16AM RNoAF
	1	7	10	9	21312	536	10065
// F-16A-15
	1	7	21	9	21201	481	10065
// F-16B-15
	1	7	51	9	21207	557	10065
// F-16C-25
	1	7	8	9	21313	537	10065
// F-16C-30
	1	7	22	9	21299	472	10065
// F-16C-32
	1	7	12	9	21314	538	10065
// F-16CM-40
	1	7	23	9	21288	448	10065
// F-16DM-40
	1	7	24	9	21300	473	10065
// F-16CM-42
	1	7	11	9	21315	539	10065
// F-16CM-50
	1	7	26	9	21316	540	10065
// F-16CM-52
	1	7	3	9	21148	57	10065
// F-16DM-52
	1	7	25	9	21302	474	10065
// F-16C-52+
	1	7	44	9	21108	492	10065
// F-16C-52+
	1	7	54	9	21210	564	10065
// F-16C-TB
	1	7	55	9	21211	458	10065
// F-16C-32 ROKAF
	1	7	57	9	21324	482	10065
// KF-16C-52 ROKAF
	1	7	58	9	21325	483	10065
// F-16D Block 52+ RSAF
	1	7	13	9	21102	559	10065
// F-16A Block 15 Netz
	1	7	59	9	21345	485	10065
// F-16B Block 15 Netz
	1	7	60	9	21346	486	10065
// F-16C Block 30 Barak I
	1	7	61	9	21349	487	10065
// F-16D Block 30 Barak I
	1	7	62	9	21350	488	10065
// F-16C Block 40 Barak II
	1	7	63	9	21351	496	10065
// F-16D Block 40 Barak II
	1	7	64	9	21341	497	10065
// F-16I Block 52 Sufa
	1	7	34	9	21216	498	10065
// F-16I Block 52 Sufa CFT
	1	7	35	9	21217	501	10065
// F-16C Block 32 EAF
	1	7	65	9	21218	502	10065
// F-16C Block 40 EAF
	1	7	66	9	21219	503	10065
// F-16C Block 52 EAF
	1	7	20	9	21263	511	10065
// F-16AM JAF
	1	7	42	9	21220	506	10065
// CF-188A Hornet
	1	7	41	9	21103	489	10076
// EF-18A Hornet
	1	7	18	9	21268	36	10076
// FA-18A Hornet
	1	7	29	9	21303	478	10076
// FA-18A+ Hornet VFC-12 Agressor Squadron
	1	7	17	9	21267	35	10076
// FA-18B Hornet
	1	7	45	9	21317	524	10076
// FA-18C Hornet
	1	7	7	9	21149	58	10076
// FA-18C Hornet RAAF
	1	7	53	9	21209	553	10076
// FA-18D Hornet
	1	7	6	9	21150	59	10076
// FA-18E Super Hornet
	1	7	4	9	21151	60	10076
// FA-18F Super Hornet
	1	7	30	9	21202	554	10076
// F-22A Raptor
	1	6	4	8	21133	416	10122
// F-104DJ
	1	6	17	8	21291	526	10078
// F-104S Starfighter
	1	6	27	8	21336	494	10078
// F-111E Aardvark
	1	2	28	3	21331	570	10072
// F-111F Aardvark
	1	2	6	3	21332	571	10072
// F-117A Nighthawk
	1	2	38	3	21146	55	10073
// F-CK-1C Ching-kuo
	1	7	68	9	21353	500	10065
// F-CK-1D Ching-kuo
	1	7	69	9	21357	589	10065
// G-4 Super Galeb
	1	2	20	3	21344	550	10092
// Il-28 Beagle
	1	2	8	3	21111	37	10079
// Il-76M Candid
	1	11	4	1	21176	64	10080
// Il-78M Midas Tanker
	1	10	1	13	21160	307	10080
// Shenyang J-6B
	1	6	42	8	21337	575	10086
// Chengdu J-7G Fishbed
	1	6	7	8	21136	47	10087
// Shenyang J-8 Finback
	1	6	8	8	21137	48	10087
// Shenyang J-11 Flanker-B+
	1	6	19	8	21162	528	10093
// Shenyang J-15 Flying Shark
	1	6	32	8	21294	454	10093
// JA-37 Viggen
	1	6	20	8	21205	565	10128
// Jaguar
	1	2	18	3	21274	563	10092
// KC-10 Extender Tanker
	1	10	2	13	21161	61	10082
// KC-135E Stratotanker Tanker
	1	10	6	13	21340	578	10083
// KC-135R Stratotanker Tanker
	1	10	4	13	21163	62	10083
// KDC-10 Extender Tanker
	1	10	3	13	21165	530	10082
// MB-339 Aermacchi
	1	6	21	8	21168	518	10066
// MiG-17FJ5 Fresco
	1	7	5	9	21287	447	10086
// MiG-17PF Fresco-D
	1	6	38	8	21204	556	10086
// MiG-19SF Farmer-C
	1	6	10	8	21138	49	10086
// MiG-19PM Farmer-E
	1	6	39	8	21318	541	10086
// MiG-21F-13 Fishbed-C
	1	6	40	8	21319	542	10087
// MiG-21MBIS Fishbed-N
	1	6	41	8	21320	543	10087
// MiG-21MF Fishbed-J
	1	6	11	8	21139	50	10087
// MiG-23ML Flogger-G
	1	6	12	8	21140	51	10088
// MiG-25 Foxbat
	1	6	13	8	21141	52	10089
// MiG-27 Flogger
	1	2	9	3	21112	463	10088
// MiG-29A Fulcrum-A
	1	6	14	8	21142	53	10090
// MiG-29S Fulcrum-C
	1	6	28	8	21116	421	10090
// MiG-29G Fulcrum-B
	1	6	26	8	21276	439	10090
// MiG-29M Fulcrum-E
	1	6	23	8	21321	544	10090
// MiG-31 Foxhound
	1	6	15	8	21143	466	10089
// Mirage 2000EGM
	1	7	46	9	21307	532	10128
// Mirage 2000-5F
	1	7	39	9	21301	516	10128
// Mirage 2000C
	1	7	47	9	21189	531	10128
// Mirage 2000D
	1	7	48	9	21308	533	10128
// Mirage 2000N
	1	7	49	9	21309	534	10128
// Mirage 2000-9
	1	7	67	9	21352	587	10128
// Mirage F1CT
	1	7	36	9	21306	521	10077
// Mirage IIIE
	1	7	37	9	21310	522	10142
// OV-10A Bronco
	1	9	1	11	21215	548	10066
// OV-10D Bronco
	1	9	2	11	21154	429	10066
// Q-5II Fantan
	1	2	37	3	21360	592	10086
// Q-5N Fantan
	1	2	10	3	21113	38	10086
// Rafale C
	1	7	31	9	21223	510	10147
// RC-135W Rivet Joint SIGINT
	1	12	1	15	21155	457	10083
// RF-4C
	1	9	4	11	21334	573	10077
// SR-71 Blackbird
	1	9	3	11	21335	560	10148
// Su-7 BMK Fitter-A
	1	2	13	3	21282	442	10086
// Su-15 Flagon
	1	6	30	8	21295	455	10087
// Su-17 Fitter
	1	2	22	3	21283	443	10087
// Su-20 Fitter
	1	2	23	3	21322	545	10087
// Su-22 Fitter
	1	2	24	3	21323	546	10087
// Su-24 Fencer
	1	2	11	3	21114	422	10072
// Su-25 Frogfoot
	1	2	12	3	21115	39	10092
// Su-27 Flanker-B
	1	6	1	8	21145	54	10093
// Su-27UB Flanker-C
	1	6	29	8	21285	445	10093
// Su-30M Flanker-F
	1	7	38	9	21178	517	10093
// Su-30MKK Flanker-G
	1	7	40	9	21289	449	10093
// Su-33 Flanker-D
	1	6	25	8	21275	438	10093
// Su-34 Fullback
	1	2	25	3	21284	444	10093
// Su-35 Flanker-E
	1	6	31	8	21286	446	10093
// Su-39 Frogfoot
	1	2	26	3	21290	450	10092
// Tornado F3
	1	6	22	8	21170	513	10072
// Tornado GR1 RAF
	1	2	30	3	21272	432	10072
// Tornado GR4 RAF
	1	2	17	3	21270	465	10072
// Tornado IDS GAF
	1	2	29	3	21182	515	10072
// Tornado ECR GAF
	1	2	31	3	21203	555	10072
// Tornado IDS AMI
	1	2	34	3	21326	451	10072
// Tornado ECR AMI
	1	2	33	3	21347	452	10072
// Tu-16 Badger
	1	4	4	6	21124	41	10094
// Tu-16N Badger Tanker
	1	10	5	13	21164	63	10094
// Tu-22M Backfire
	1	4	6	6	21126	426	10072
// Tu-95MS Bear
	1	4	7	6	21127	418	10124
// Tu-160 Blackjack
	1	4	5	6	21125	425	10072
// U-2 Dragon Lady
	1	9	5	11	21159	431	10151
// AH-1S Cobra
	1	2	42	3	21179	551	10095
// AH-64A Apache
	1	2	39	3	21180	4	10067
// AH-64D Longbow
	1	2	40	3	21181	5	10067
// AH-64E Longbow
	1	1	41	3	21292	42	10067
// CH-47 Chinook
	5	3	1	14	21190	11	10071
// CH-53 Sea Stallion
	5	3	2	14	21191	596	10091
// KA-52 Alligator
	1	2	43	3	21183	65	10081
// KA-52K Katran
	1	2	44	3	21364	597	10081
// MD-500 Defender
	5	2	1	12	21187	67	10084
// MH-60R Seahawk
	5	1	7	4	21265	527	10096
// Mi-8 Hip
	5	1	8	4	21186	436	10143
// Mi-24 Hind
	5	1	5	4	21184	66	10085
// Mi-26 Halo
	5	3	3	14	21192	588	10143
// Mi-28 Havok
	5	1	6	4	21185	579	10085
// MV-22 Osprey
	1	11	5	1	21177	435	10145
// OH-58D Kiowa Warrior
	5	2	2	12	21188	68	10091
// UH-1D Huey
	5	3	6	14	21361	593	10095
// UH-1H Huey
	5	3	7	14	21362	594	10095
// UH-1H ROCA Huey
	5	3	8	14	21363	595	10095
// UH-1J Huey
	5	3	4	14	21193	69	10095
// UH-60L Black Hawk
	5	3	5	14	21194	70	10096
